,MW,type
URIH_num2,178.293788816,proteozyme
URIH_num3,43.0054254984,proteozyme
XTSNH,43.0054254984,proteozyme
INSH,43.0054254984,proteozyme
BUTtex_num1,54.4419989054,proteozyme
BUTtex_num2,154.221380118,proteozyme
BUTtex_num3,155.8510819227,proteozyme
BUTtex_num4,159.9514217012,proteozyme
CHLtex_num1,54.4419989054,proteozyme
CHLtex_num2,154.221380118,proteozyme
CHLtex_num3,155.8510819227,proteozyme
CHLtex_num4,159.9514217012,proteozyme
CO2tex_num1,54.4419989054,proteozyme
CO2tex_num2,154.221380118,proteozyme
CO2tex_num3,155.8510819227,proteozyme
CO2tex_num4,159.9514217012,proteozyme
CRNtex_num1,54.4419989054,proteozyme
CRNtex_num2,154.221380118,proteozyme
CRNtex_num3,155.8510819227,proteozyme
CRNtex_num4,159.9514217012,proteozyme
PPK2,212.463507099,proteozyme
DINStex_num1,54.4419989054,proteozyme
DINStex_num2,154.221380118,proteozyme
DINStex_num3,155.8510819227,proteozyme
DINStex_num4,159.9514217012,proteozyme
DMStex_num1,54.4419989054,proteozyme
DMStex_num2,154.221380118,proteozyme
DMStex_num3,155.8510819227,proteozyme
DMStex_num4,159.9514217012,proteozyme
CSNtex_num1,54.4419989054,proteozyme
CSNtex_num2,154.221380118,proteozyme
CSNtex_num3,155.8510819227,proteozyme
CSNtex_num4,159.9514217012,proteozyme
CYNTtex_num1,155.8510819227,proteozyme
CYNTtex_num2,159.9514217012,proteozyme
CYNTtex_num3,154.221380118,proteozyme
CYNTtex_num4,54.4419989054,proteozyme
CYStex_num1,54.4419989054,proteozyme
CYStex_num2,154.221380118,proteozyme
CYStex_num3,155.8510819227,proteozyme
CYStex_num4,159.9514217012,proteozyme
CYTDtex_num1,54.4419989054,proteozyme
CYTDtex_num2,154.221380118,proteozyme
CYTDtex_num3,155.8510819227,proteozyme
CYTDtex_num4,159.9514217012,proteozyme
DCAtex_num1,54.4419989054,proteozyme
DCAtex_num2,154.221380118,proteozyme
DCAtex_num3,155.8510819227,proteozyme
DCAtex_num4,159.9514217012,proteozyme
DCYTtex,44.363444296999994,proteozyme
DGSNtex_num1,54.4419989054,proteozyme
DGSNtex_num2,154.221380118,proteozyme
DGSNtex_num3,155.8510819227,proteozyme
DGSNtex_num4,159.9514217012,proteozyme
MTHFR2,174.8847416257,proteozyme
ASPO3,79.69200881020001,proteozyme
ASPO5,79.69200881020001,proteozyme
ASPO4,79.69200881020001,proteozyme
ASPO6,79.69200881020001,proteozyme
LCTStex_num1,54.4419989054,proteozyme
LCTStex_num2,154.221380118,proteozyme
LCTStex_num3,155.8510819227,proteozyme
LCTStex_num4,159.9514217012,proteozyme
LEUtex_num1,54.4419989054,proteozyme
LEUtex_num2,154.221380118,proteozyme
LEUtex_num3,155.8510819227,proteozyme
LEUtex_num4,159.9514217012,proteozyme
LYStex_num1,54.4419989054,proteozyme
LYStex_num2,154.221380118,proteozyme
LYStex_num3,155.8510819227,proteozyme
LYStex_num4,159.9514217012,proteozyme
LYXtex_num1,54.4419989054,proteozyme
LYXtex_num2,154.221380118,proteozyme
LYXtex_num3,155.8510819227,proteozyme
LYXtex_num4,159.9514217012,proteozyme
MANtex_num1,54.4419989054,proteozyme
MANtex_num2,154.221380118,proteozyme
MANtex_num3,155.8510819227,proteozyme
MANtex_num4,159.9514217012,proteozyme
MAN6Ptex_num1,155.8510819227,proteozyme
MAN6Ptex_num2,159.9514217012,proteozyme
MAN6Ptex_num3,154.221380118,proteozyme
MAN6Ptex_num4,54.4419989054,proteozyme
MELIBtex_num1,54.4419989054,proteozyme
MELIBtex_num2,154.221380118,proteozyme
MELIBtex_num3,155.8510819227,proteozyme
MELIBtex_num4,159.9514217012,proteozyme
DMSOtex_num1,54.4419989054,proteozyme
DMSOtex_num2,154.221380118,proteozyme
DMSOtex_num3,155.8510819227,proteozyme
DMSOtex_num4,159.9514217012,proteozyme
DURItex,44.363444296999994,proteozyme
FRUtex_num1,54.4419989054,proteozyme
FRUtex_num2,154.221380118,proteozyme
FRUtex_num3,155.8510819227,proteozyme
FRUtex_num4,159.9514217012,proteozyme
FUCtex_num1,54.4419989054,proteozyme
FUCtex_num2,154.221380118,proteozyme
FUCtex_num3,155.8510819227,proteozyme
FUCtex_num4,159.9514217012,proteozyme
FUMtex_num1,54.4419989054,proteozyme
FUMtex_num2,154.221380118,proteozyme
FUMtex_num3,155.8510819227,proteozyme
FUMtex_num4,159.9514217012,proteozyme
ACACT5r_num1,107.9763626052,proteozyme
ACACT5r_num2,61.456228076500004,proteozyme
MALDDH,53.2468314177,proteozyme
FE2tex_num1,154.221380118,proteozyme
FE2tex_num2,54.4419989054,proteozyme
FE2tex_num3,159.9514217012,proteozyme
FE2tex_num4,155.8510819227,proteozyme
NMNtex_num1,54.4419989054,proteozyme
NMNtex_num2,154.221380118,proteozyme
NMNtex_num3,155.8510819227,proteozyme
NMNtex_num4,159.9514217012,proteozyme
NO2tex_num1,54.4419989054,proteozyme
NO2tex_num2,154.221380118,proteozyme
NO2tex_num3,155.8510819227,proteozyme
NO2tex_num4,159.9514217012,proteozyme
DHPS2,80.8711949446,proteozyme
MTHFC,82.0034936375,proteozyme
MTHFD,82.0034936375,proteozyme
BUTt2rpp,62.7733029121,proteozyme
CADVtpp,61.633872045,proteozyme
QULNS,101.01483227679999,proteozyme
ALKP,27.445398785400002,proteozyme
GDPtex_num1,159.9514217012,proteozyme
GDPtex_num2,155.8510819227,proteozyme
GDPtex_num3,54.4419989054,proteozyme
GDPtex_num4,154.221380118,proteozyme
TMAtex_num1,54.4419989054,proteozyme
TMAtex_num2,154.221380118,proteozyme
TMAtex_num3,155.8510819227,proteozyme
TMAtex_num4,159.9514217012,proteozyme
TMAOtex_num1,54.4419989054,proteozyme
TMAOtex_num2,154.221380118,proteozyme
TMAOtex_num3,155.8510819227,proteozyme
TMAOtex_num4,159.9514217012,proteozyme
TREtex_num1,54.4419989054,proteozyme
TREtex_num2,154.221380118,proteozyme
TREtex_num3,155.8510819227,proteozyme
TREtex_num4,159.9514217012,proteozyme
L_LACD3_num1,137.7155478597,proteozyme
L_LACD3_num2,56.4342528986,proteozyme
L_LACD2_num1,137.7155478597,proteozyme
L_LACD2_num2,56.4342528986,proteozyme
ACACT6r_num1,61.456228076500004,proteozyme
ACACT6r_num2,107.9763626052,proteozyme
TRPtex_num1,54.4419989054,proteozyme
TRPtex_num2,154.221380118,proteozyme
TRPtex_num3,155.8510819227,proteozyme
TRPtex_num4,159.9514217012,proteozyme
TSULtex_num1,54.4419989054,proteozyme
TSULtex_num2,154.221380118,proteozyme
TSULtex_num3,155.8510819227,proteozyme
TSULtex_num4,159.9514217012,proteozyme
TYRtex_num1,54.4419989054,proteozyme
TYRtex_num2,154.221380118,proteozyme
TYRtex_num3,155.8510819227,proteozyme
TYRtex_num4,159.9514217012,proteozyme
URAtex_num1,54.4419989054,proteozyme
URAtex_num2,154.221380118,proteozyme
URAtex_num3,155.8510819227,proteozyme
URAtex_num4,159.9514217012,proteozyme
UREAtex_num1,54.4419989054,proteozyme
UREAtex_num2,154.221380118,proteozyme
UREAtex_num3,155.8510819227,proteozyme
UREAtex_num4,159.9514217012,proteozyme
URItex,44.363444296999994,proteozyme
VALtex_num1,54.4419989054,proteozyme
VALtex_num2,154.221380118,proteozyme
VALtex_num3,155.8510819227,proteozyme
VALtex_num4,159.9514217012,proteozyme
XANtex_num1,54.4419989054,proteozyme
XANtex_num2,154.221380118,proteozyme
XANtex_num3,155.8510819227,proteozyme
XANtex_num4,159.9514217012,proteozyme
XYLtex_num1,54.4419989054,proteozyme
XYLtex_num2,154.221380118,proteozyme
XYLtex_num3,155.8510819227,proteozyme
XYLtex_num4,159.9514217012,proteozyme
ABUTtex_num1,54.4419989054,proteozyme
ABUTtex_num2,154.221380118,proteozyme
ABUTtex_num3,155.8510819227,proteozyme
ABUTtex_num4,159.9514217012,proteozyme
FORtppi_num1,204.6585311328,proteozyme
FORtppi_num2,40.3688984358,proteozyme
GLCTR1,55.8476976093,proteozyme
LIPAabcpp,170.2759042422,proteozyme
LIPACabcpp,170.2759042422,proteozyme
GGGABADr,70.55384457779999,proteozyme
GLYOX3,82.39100843569999,proteozyme
FDMO3,220.49658056229998,proteozyme
FDMO4,220.49658056229998,proteozyme
BUTSO3abcpp_num1,195.32238302769997,proteozyme
BUTSO3abcpp_num2,198.75454374549997,proteozyme
ETHSO3abcpp,195.32238302769997,proteozyme
O16GLCT1,57.041808478600004,proteozyme
O16AP2pp,107.245446827,proteozyme
O16AP3pp,107.245446827,proteozyme
O16A4Lpp,61.9148004621,proteozyme
MALTATr,79.626762624,proteozyme
ENTERES,60.2957969187,proteozyme
23CAMPtex_num1,54.4419989054,proteozyme
23CAMPtex_num2,154.221380118,proteozyme
23CAMPtex_num3,155.8510819227,proteozyme
23CAMPtex_num4,159.9514217012,proteozyme
23CCMPtex_num1,54.4419989054,proteozyme
23CCMPtex_num2,154.221380118,proteozyme
23CCMPtex_num3,155.8510819227,proteozyme
23CCMPtex_num4,159.9514217012,proteozyme
23CUMPtex_num1,54.4419989054,proteozyme
23CUMPtex_num2,154.221380118,proteozyme
23CUMPtex_num3,155.8510819227,proteozyme
23CUMPtex_num4,159.9514217012,proteozyme
23CGMPtex_num1,54.4419989054,proteozyme
23CGMPtex_num2,154.221380118,proteozyme
23CGMPtex_num3,155.8510819227,proteozyme
23CGMPtex_num4,159.9514217012,proteozyme
3AMPtex_num1,54.4419989054,proteozyme
3AMPtex_num2,154.221380118,proteozyme
3AMPtex_num3,155.8510819227,proteozyme
3AMPtex_num4,159.9514217012,proteozyme
3CMPtex_num1,54.4419989054,proteozyme
3CMPtex_num2,154.221380118,proteozyme
3CMPtex_num3,155.8510819227,proteozyme
3CMPtex_num4,159.9514217012,proteozyme
LADGMDH,70.154178668,proteozyme
ALAGLUE,45.796483001999995,proteozyme
FEENTERtpp,57.16569698599999,proteozyme
FEENTERtex,212.9379287606,proteozyme
PTRCt2pp_num1,67.1654014463,proteozyme
PTRCt2pp_num2,61.4092085577,proteozyme
PTRCt2pp_num3,65.4279245648,proteozyme
GGGABAH,73.9977601753,proteozyme
FRULYSK,37.4198764814,proteozyme
FDMO6,220.49658056229998,proteozyme
SULFACabcpp,195.32238302769997,proteozyme
ETHSO3tex_num1,54.4419989054,proteozyme
ETHSO3tex_num2,154.221380118,proteozyme
ETHSO3tex_num3,155.8510819227,proteozyme
ETHSO3tex_num4,159.9514217012,proteozyme
BUTSO3tex_num1,54.4419989054,proteozyme
BUTSO3tex_num2,154.221380118,proteozyme
BUTSO3tex_num3,155.8510819227,proteozyme
BUTSO3tex_num4,159.9514217012,proteozyme
LIPOtex_num1,155.8510819227,proteozyme
LIPOtex_num2,54.4419989054,proteozyme
LIPOtex_num3,159.9514217012,proteozyme
LIPOtex_num4,154.221380118,proteozyme
CYANSTpp,15.1562664069,proteozyme
MCPST,40.6953935214,proteozyme
PHEMEabcpp,162.5265328193,proteozyme
GALBDtex_num1,155.8510819227,proteozyme
GALBDtex_num2,159.9514217012,proteozyme
GALBDtex_num3,154.221380118,proteozyme
GALBDtex_num4,54.4419989054,proteozyme
LIPAHT2ex,57.5053998016,proteozyme
LIPAHTex,57.5053998016,proteozyme
ECAP1pp,179.58022171800002,proteozyme
UDCPDPpp_num1,39.3046195524,proteozyme
UDCPDPpp_num2,38.3305494649,proteozyme
UDCPDPpp_num3,29.583466117799997,proteozyme
ECAP2pp,179.58022171800002,proteozyme
ECA4OALpp,61.9148004621,proteozyme
FE3Ri,34.659725066,proteozyme
SULFACtex_num1,154.221380118,proteozyme
SULFACtex_num2,54.4419989054,proteozyme
SULFACtex_num3,159.9514217012,proteozyme
SULFACtex_num4,155.8510819227,proteozyme
NODOy,57.9392737321,proteozyme
GALM2pp,50.4409812565,proteozyme
CU1abcpp,116.06041790629999,proteozyme
HG2abcpp,101.4880652427,proteozyme
GLCTR3,51.5633741519,proteozyme
HEPT4,55.1151969035,proteozyme
LA4NTpp,82.6045774298,proteozyme
NODOx,57.9392737321,proteozyme
NOtex_num1,54.4419989054,proteozyme
NOtex_num2,154.221380118,proteozyme
NOtex_num3,155.8510819227,proteozyme
NOtex_num4,159.9514217012,proteozyme
NHFRBO,341.2088930519,proteozyme
N2Otex_num1,54.4419989054,proteozyme
N2Otex_num2,154.221380118,proteozyme
N2Otex_num3,155.8510819227,proteozyme
N2Otex_num4,159.9514217012,proteozyme
CRNt8pp,224.2169339487,proteozyme
CRNt2rpp,144.8777036068,proteozyme
CRNDt2rpp,144.8777036068,proteozyme
CTBTt2rpp,144.8777036068,proteozyme
42A12BOOXpp,222.89008539289998,proteozyme
TYROXDApp,222.89008539289998,proteozyme
PEAMNtex_num1,54.4419989054,proteozyme
PEAMNtex_num2,154.221380118,proteozyme
PEAMNtex_num3,155.8510819227,proteozyme
PEAMNtex_num4,159.9514217012,proteozyme
PACALDtex_num1,54.4419989054,proteozyme
PACALDtex_num2,154.221380118,proteozyme
PACALDtex_num3,155.8510819227,proteozyme
PACALDtex_num4,159.9514217012,proteozyme
NTRIR4pp,177.0193749483,proteozyme
NTRIR3pp,177.0193749483,proteozyme
INOSTt4pp,82.000191705,proteozyme
AGM3PA,27.1236584826,proteozyme
CYANtex_num1,54.4419989054,proteozyme
CYANtex_num2,154.221380118,proteozyme
CYANtex_num3,155.8510819227,proteozyme
CYANtex_num4,159.9514217012,proteozyme
SO3tex_num1,54.4419989054,proteozyme
SO3tex_num2,154.221380118,proteozyme
SO3tex_num3,155.8510819227,proteozyme
SO3tex_num4,159.9514217012,proteozyme
TCYNTtex_num1,54.4419989054,proteozyme
TCYNTtex_num2,154.221380118,proteozyme
TCYNTtex_num3,155.8510819227,proteozyme
TCYNTtex_num4,159.9514217012,proteozyme
ACANTHAT,85.2548405316,proteozyme
METSOX1tex_num1,54.4419989054,proteozyme
METSOX1tex_num2,154.221380118,proteozyme
METSOX1tex_num3,155.8510819227,proteozyme
METSOX1tex_num4,159.9514217012,proteozyme
METSOX2tex_num1,54.4419989054,proteozyme
METSOX2tex_num2,154.221380118,proteozyme
METSOX2tex_num3,155.8510819227,proteozyme
METSOX2tex_num4,159.9514217012,proteozyme
3UMPtex_num1,54.4419989054,proteozyme
3UMPtex_num2,154.221380118,proteozyme
3UMPtex_num3,155.8510819227,proteozyme
3UMPtex_num4,159.9514217012,proteozyme
3GMPtex_num1,54.4419989054,proteozyme
3GMPtex_num2,154.221380118,proteozyme
3GMPtex_num3,155.8510819227,proteozyme
3GMPtex_num4,159.9514217012,proteozyme
METSOXR1_num1,133.9335143742,proteozyme
METSOXR1_num2,51.338182355399994,proteozyme
METSOXR1_num3,46.3876609968,proteozyme
METSOXR1_num4,128.9831250929,proteozyme
METSOXR2_num1,63.4630105727,proteozyme
METSOXR2_num2,40.951887638,proteozyme
METSOXR2_num3,36.001366279399996,proteozyme
METSOXR2_num4,68.413399854,proteozyme
DAPAL,114.4517163923,proteozyme
AMPTASECG_num1,365.96110361300003,proteozyme
AMPTASECG_num2,130.64941230969998,proteozyme
AMPTASECG_num3,434.9026805897,proteozyme
AMPTASECG_num4,139.77846320839998,proteozyme
DOPAtex_num1,54.4419989054,proteozyme
DOPAtex_num2,154.221380118,proteozyme
DOPAtex_num3,155.8510819227,proteozyme
DOPAtex_num4,159.9514217012,proteozyme
4HOXPACDtex_num1,54.4419989054,proteozyme
4HOXPACDtex_num2,154.221380118,proteozyme
4HOXPACDtex_num3,155.8510819227,proteozyme
4HOXPACDtex_num4,159.9514217012,proteozyme
LACZpp,110.23171457999999,proteozyme
GPDDA1pp,107.8895878191,proteozyme
GPDDA5pp,107.8895878191,proteozyme
ETHAtex_num1,54.4419989054,proteozyme
ETHAtex_num2,154.221380118,proteozyme
ETHAtex_num3,155.8510819227,proteozyme
ETHAtex_num4,159.9514217012,proteozyme
G3PStex_num1,54.4419989054,proteozyme
G3PStex_num2,154.221380118,proteozyme
G3PStex_num3,155.8510819227,proteozyme
G3PStex_num4,159.9514217012,proteozyme
FLVR_num1,34.659725066,proteozyme
FLVR_num2,1038.3272788776,proteozyme
FDMO2,220.49658056229998,proteozyme
LALGP,139.77846320839998,proteozyme
AGM4PApp_num1,41.4882535533,proteozyme
AGM4PApp_num2,60.2726833912,proteozyme
AGM4PApp_num3,63.377556559599995,proteozyme
AGM4PApp_num4,41.039586965199994,proteozyme
AGM4PA,27.1236584826,proteozyme
RNDR3b_num1,341.0165885031,proteozyme
RNDR3b_num2,321.6470562262,proteozyme
RNDR3b_num3,320.924065086,proteozyme
RNDR3b_num4,342.875312346,proteozyme
RNDR4b_num1,342.875312346,proteozyme
RNDR4b_num2,321.6470562262,proteozyme
RNDR4b_num3,320.924065086,proteozyme
RNDR4b_num4,341.0165885031,proteozyme
ACGAL1Ptex_num1,54.4419989054,proteozyme
ACGAL1Ptex_num2,154.221380118,proteozyme
ACGAL1Ptex_num3,155.8510819227,proteozyme
ACGAL1Ptex_num4,159.9514217012,proteozyme
ACGALtex_num1,54.4419989054,proteozyme
ACGALtex_num2,154.221380118,proteozyme
ACGALtex_num3,155.8510819227,proteozyme
ACGALtex_num4,159.9514217012,proteozyme
GLCUR1Ptex_num1,54.4419989054,proteozyme
GLCUR1Ptex_num2,154.221380118,proteozyme
GLCUR1Ptex_num3,155.8510819227,proteozyme
GLCUR1Ptex_num4,159.9514217012,proteozyme
UDPGLCURtex_num1,54.4419989054,proteozyme
UDPGLCURtex_num2,154.221380118,proteozyme
UDPGLCURtex_num3,155.8510819227,proteozyme
UDPGLCURtex_num4,159.9514217012,proteozyme
UDPGALPpp,80.334696952,proteozyme
UACGAMPpp,80.334696952,proteozyme
UACGALPpp,80.334696952,proteozyme
UGLCURPpp,80.334696952,proteozyme
FEROpp_num1,74.6979019426,proteozyme
FEROpp_num2,586.2656437810999,proteozyme
ISETACabcpp_num1,198.75454374549997,proteozyme
ISETACabcpp_num2,195.32238302769997,proteozyme
ISETACtex_num1,54.4419989054,proteozyme
ISETACtex_num2,154.221380118,proteozyme
ISETACtex_num3,155.8510819227,proteozyme
ISETACtex_num4,159.9514217012,proteozyme
UDPGtex_num1,54.4419989054,proteozyme
UDPGtex_num2,154.221380118,proteozyme
UDPGtex_num3,155.8510819227,proteozyme
UDPGtex_num4,159.9514217012,proteozyme
UDPGALtex_num1,159.9514217012,proteozyme
UDPGALtex_num2,155.8510819227,proteozyme
UDPGALtex_num3,54.4419989054,proteozyme
UDPGALtex_num4,154.221380118,proteozyme
ACGAM1Ptex_num1,54.4419989054,proteozyme
ACGAM1Ptex_num2,154.221380118,proteozyme
ACGAM1Ptex_num3,155.8510819227,proteozyme
ACGAM1Ptex_num4,159.9514217012,proteozyme
UACGAMtex_num1,54.4419989054,proteozyme
UACGAMtex_num2,154.221380118,proteozyme
UACGAMtex_num3,155.8510819227,proteozyme
UACGAMtex_num4,159.9514217012,proteozyme
UDPACGALtex_num1,54.4419989054,proteozyme
UDPACGALtex_num2,154.221380118,proteozyme
UDPACGALtex_num3,155.8510819227,proteozyme
UDPACGALtex_num4,159.9514217012,proteozyme
AM4PCP,44.3350476775,proteozyme
AM3PA,27.1236584826,proteozyme
UM4PCP,44.3350476775,proteozyme
CBLAT,29.0555531497,proteozyme
MSO3abcpp,195.32238302769997,proteozyme
MSO3tex_num1,54.4419989054,proteozyme
MSO3tex_num2,154.221380118,proteozyme
MSO3tex_num3,155.8510819227,proteozyme
MSO3tex_num4,159.9514217012,proteozyme
TDP,23.0249036317,proteozyme
3PEPTabcpp_num1,273.1978006537,proteozyme
3PEPTabcpp_num2,265.14689675489996,proteozyme
3PEPTabcpp_num3,266.46595275,proteozyme
4PEPTabcpp_num1,266.46595275,proteozyme
4PEPTabcpp_num2,273.1978006537,proteozyme
AGM3Pt2pp,70.32482253959999,proteozyme
AGM4Pt2pp,70.32482253959999,proteozyme
AGMt2pp,70.32482253959999,proteozyme
FEOXAMR1,39.7721731944,proteozyme
FEOXAMR2,39.7721731944,proteozyme
FEOXAMR3,39.7721731944,proteozyme
PTHRpp_num1,137.9074561766,proteozyme
PTHRpp_num2,130.5943360756,proteozyme
ARABDI,514.91656178,proteozyme
AGt3,1020.9717933484,proteozyme
CD2t3pp_num1,86.9788455285,proteozyme
CD2t3pp_num2,45.8022944032,proteozyme
ZNabcpp,236.084211431,proteozyme
SKMt2pp,63.1559308502,proteozyme
FE2t2pp,58.369845730099996,proteozyme
R5PPpp_num1,137.9074561766,proteozyme
R5PPpp_num2,130.5943360756,proteozyme
PSP_Lpp_num1,137.9074561766,proteozyme
PSP_Lpp_num2,130.5943360756,proteozyme
TYRPpp,137.9074561766,proteozyme
GLYC2Ptex_num1,54.4419989054,proteozyme
GLYC2Ptex_num2,154.221380118,proteozyme
GLYC2Ptex_num3,155.8510819227,proteozyme
GLYC2Ptex_num4,159.9514217012,proteozyme
PSERtex_num1,54.4419989054,proteozyme
PSERtex_num2,154.221380118,proteozyme
PSERtex_num3,155.8510819227,proteozyme
PSERtex_num4,159.9514217012,proteozyme
R5Ptex_num1,54.4419989054,proteozyme
R5Ptex_num2,154.221380118,proteozyme
R5Ptex_num3,155.8510819227,proteozyme
R5Ptex_num4,159.9514217012,proteozyme
THRPtex_num1,54.4419989054,proteozyme
THRPtex_num2,154.221380118,proteozyme
THRPtex_num3,155.8510819227,proteozyme
THRPtex_num4,159.9514217012,proteozyme
TYRPtex_num1,54.4419989054,proteozyme
TYRPtex_num2,154.221380118,proteozyme
TYRPtex_num3,155.8510819227,proteozyme
TYRPtex_num4,159.9514217012,proteozyme
PAPSR2_num1,106.0605813687,proteozyme
PAPSR2_num2,85.96792587430001,proteozyme
PAPSR2_num3,86.6909170145,proteozyme
PAPSR2_num4,107.91930521159999,proteozyme
GRXR_num1,34.0198105475,proteozyme
GRXR_num2,32.1610867046,proteozyme
GRXR_num3,12.068563287499998,proteozyme
GRXR_num4,12.791554427700001,proteozyme
RNDR1b_num1,321.6470562262,proteozyme
RNDR1b_num2,341.0165885031,proteozyme
RNDR1b_num3,320.924065086,proteozyme
RNDR1b_num4,342.875312346,proteozyme
RNDR2b_num1,342.875312346,proteozyme
RNDR2b_num2,321.6470562262,proteozyme
RNDR2b_num3,341.0165885031,proteozyme
RNDR2b_num4,320.924065086,proteozyme
FACOAE181,168.8810358769,proteozyme
FACOAE160,168.8810358769,proteozyme
FACOAE140,168.8810358769,proteozyme
AAMYL,74.80779025620001,proteozyme
AAMYLpp,99.9992899171,proteozyme
FACOAL80t2pp_num1,164.652845272,proteozyme
FACOAL80t2pp_num2,80.2674696063,proteozyme
PPGPPDP,104.79329967519999,proteozyme
CPGNabcpp,212.90094711659998,proteozyme
CITtex_num1,54.4419989054,proteozyme
CITtex_num2,154.221380118,proteozyme
CITtex_num3,155.8510819227,proteozyme
CITtex_num4,159.9514217012,proteozyme
ACGAtex_num1,54.4419989054,proteozyme
ACGAtex_num2,154.221380118,proteozyme
ACGAtex_num3,155.8510819227,proteozyme
ACGAtex_num4,159.9514217012,proteozyme
DDCAtexi,64.1124346568,proteozyme
TTDCAtexi,64.1124346568,proteozyme
HDCAtexi,64.1124346568,proteozyme
23PDE2pp,93.5532572906,proteozyme
23PDE4pp,93.5532572906,proteozyme
23PDE9pp,93.5532572906,proteozyme
SARCOX,54.022257246,proteozyme
MN6PP_num1,39.2548264103,proteozyme
MN6PP_num2,40.1684050944,proteozyme
MN6PP_num3,32.1346712446,proteozyme
MN6PP_num4,39.2371280521,proteozyme
3KGK,145.69407339810002,proteozyme
F6PP_num1,30.3876847975,proteozyme
F6PP_num2,39.2548264103,proteozyme
F6PP_num3,40.1684050944,proteozyme
F6PP_num4,27.445398785400002,proteozyme
F6PP_num5,39.2371280521,proteozyme
GDPMNH,48.270290831,proteozyme
FACOAL60t2pp_num1,164.652845272,proteozyme
FACOAL60t2pp_num2,80.2674696063,proteozyme
IDONt2rpp,60.8101059249,proteozyme
ILEabcpp,228.5797113223,proteozyme
INDOLEt2pp,981.9833668522,proteozyme
INSt2pp_num1,60.9402020654,proteozyme
INSt2pp_num2,61.269602851600006,proteozyme
INSt2pp_num3,57.421662793399996,proteozyme
LYXt2pp,49.2909842054,proteozyme
GDPDPK_num1,110.7806278388,proteozyme
GDPDPK_num2,104.79329967519999,proteozyme
OCDCAtexi,64.1124346568,proteozyme
OCDCEAtexi,64.1124346568,proteozyme
G6Ptex_num1,54.4419989054,proteozyme
G6Ptex_num2,154.221380118,proteozyme
G6Ptex_num3,155.8510819227,proteozyme
G6Ptex_num4,159.9514217012,proteozyme
TUNGSabcpp,153.6644101439,proteozyme
MOBDabcpp_num1,239.8610939018,proteozyme
MOBDabcpp_num2,153.6644101439,proteozyme
MOBDabcpp_num3,241.1228283487,proteozyme
MOBDtex_num1,54.4419989054,proteozyme
MOBDtex_num2,154.221380118,proteozyme
MOBDtex_num3,155.8510819227,proteozyme
MOBDtex_num4,159.9514217012,proteozyme
NI2uabcpp_num1,238.8896653603,proteozyme
NI2uabcpp_num2,131.37266760449998,proteozyme
NI2tex_num1,54.4419989054,proteozyme
NI2tex_num2,154.221380118,proteozyme
NI2tex_num3,155.8510819227,proteozyme
NI2tex_num4,159.9514217012,proteozyme
R15BPK,27.379095980800003,proteozyme
Kabcpp_num1,200.30235762419997,proteozyme
Kabcpp_num2,204.3595081256,proteozyme
LEUabcpp_num1,228.5797113223,proteozyme
LEUabcpp_num2,228.9788489229,proteozyme
L_LACt2rpp_num1,78.1477610186,proteozyme
L_LACt2rpp_num2,77.8202093146,proteozyme
MALt2_2pp,60.011038259900005,proteozyme
MALt2_3pp_num1,63.311649986899994,proteozyme
MALt2_3pp_num2,60.4262892911,proteozyme
MALTabcpp,283.44765952020003,proteozyme
MALTHXabcpp,283.44765952020003,proteozyme
MALTPTabcpp,283.44765952020003,proteozyme
MALTTRabcpp,283.44765952020003,proteozyme
MALTTTRabcpp,283.44765952020003,proteozyme
MAN6Pt6_2pp,66.8398309018,proteozyme
MANGLYCptspp,271.961689203,proteozyme
MELIBt2pp_num1,69.5207359372,proteozyme
MELIBt2pp_num2,61.4203030509,proteozyme
METabcpp,200.1243174238,proteozyme
GGPTRCS,842.8194593206999,proteozyme
RMNtpp,49.2909842054,proteozyme
SERt4pp,57.424172262099994,proteozyme
SUCCt2_3pp_num1,63.311649986899994,proteozyme
SUCCt2_3pp_num2,60.4262892911,proteozyme
MNLptspp_num1,265.8191702119,proteozyme
MNLptspp_num2,359.49803301479994,proteozyme
MNLptspp_num3,268.7238141935,proteozyme
NAt3_1p5pp,74.9253390532,proteozyme
NAt3_2pp,109.24298391219999,proteozyme
NH4tpp,176.38144158929998,proteozyme
NMNPtpp,35.655852062600005,proteozyme
NO2t2rpp_num1,65.6337009982,proteozyme
NO2t2rpp_num2,37.7245788125,proteozyme
NO3t7pp_num1,65.6337009982,proteozyme
NO3t7pp_num2,65.8936291246,proteozyme
ORNabcpp,180.7039353864,proteozyme
PIuabcpp,213.3329719649,proteozyme
PNTOt4pp,68.30641724099999,proteozyme
FRULYSDG,611.2944242084,proteozyme
METDabcpp,200.12418534649998,proteozyme
PROabcpp,263.6097811375,proteozyme
PROt2rpp_num1,144.8777036068,proteozyme
PROt2rpp_num2,66.3235407361,proteozyme
PROt4pp,71.7763520666,proteozyme
PTRCabcpp_num1,188.1015849594,proteozyme
PTRCabcpp_num2,251.9126192176,proteozyme
PTRCabcpp_num3,244.4703275172,proteozyme
ASNNpp,194.6856383644,proteozyme
GLUNpp,194.6856383644,proteozyme
NTD12_num1,33.5460492724,proteozyme
NTD12_num2,35.5293220092,proteozyme
NTD12_num3,59.9843586453,proteozyme
NTD12_num4,26.752785424200002,proteozyme
FECRMtonex,198.2360082657,proteozyme
ADOCBLabcpp,202.6432956894,proteozyme
